service,t,x,v,a,P
E504,396,12.6067527801,28.350447672,-0.330684075889,2.60417821929
E505,396,4.67739027048,29.2252216725,1.01411376073,1567205.23895
E506,396,6.45141060716,19.3903625919,-0.285219686667,1.53625365078
E500,397,3.31725455842,27.5924607861,1.02396524584,1479648.20857
E503,397,10.6920838665,18.7979490331,-0.282815144606,1.47676240947
E504,397,12.6144707079,27.6820099583,1.0234396265,1484450.29508
E505,397,4.68558737068,29.0054825237,-0.334677174186,2.69652025748
E506,397,6.45665419999,18.3710563338,-0.281128676708,1.43461965468
E500,398,3.32534627122,29.5439977547,-0.338028282191,2.77408522502
E503,398,10.6972787036,19.773798445,1.0632863026,1060371.51645
E504,398,12.6225772746,29.5351601213,-0.33797278925,2.7728001242
E505,398,4.69347751068,27.8138007077,-0.32748064155,2.53013369436
E506,398,6.4619917071,19.6070728466,-0.286117924541,1.55831527477
E507,398,2.96055567232,3.97509959103,1.10308782976,213164.988208
E500,399,3.33338435041,28.3406301401,-0.33062492187,2.60281072939
E503,399,10.7026998936,19.0124217188,-0.283677051562,1.49816326006
E504,399,12.6306129262,28.3319860162,-0.330572855001,2.60160708479
E505,399,4.70125286776,29.3526002314,1.01332137533,1574035.93252
E506,399,6.46729505602,18.5846410728,-0.281967615662,1.45562970312
E507,399,2.96221346202,7.93816552656,1.09808801263,425684.681839
E500,400,3.34110110927,27.7213023132,1.02320845737,1486557.35296
E501,400,6.43155529234,3.97509959103,1.10308782976,213164.988208
E503,400,10.7078655459,18.9446180186,1.06669428574,1015906.63211
E504,400,12.6383281232,27.7372206044,1.02311471171,1487410.97349
E505,400,4.70944679367,28.9629969507,-0.334415415737,2.69046462952
E506,400,6.47256043758,19.8237410843,-0.287025967311,1.58053568346
E507,400,2.9649690332,11.8772793223,1.08981080743,636919.962085
E500,401,3.34921080831,29.5013045788,-0.337760358406,2.76788089111
E501,401,6.43321308204,7.93816552656,1.09808801263,425684.681839
E503,401,10.713305316,19.2515273209,-0.284649477119,1.52220477379
E504,401,12.6464421953,29.5168712827,-0.337858003381,2.77014199934
E505,401,4.71732526088,27.772227935,-0.327235033937,2.52445720856
E506,401,6.47792352605,18.7981492611,-0.282815944708,1.47678231723
E507,401,2.96881410075,15.7808101534,1.078355192,846247.135247
E500,402,3.35723716007,28.2988712425,-0.33037353901,2.59699951177
E501,402,6.43596865322,11.8772793223,1.08981080743,636919.962085
E503,402,10.7185106235,18.2342049454,-0.280596235065,1.42123590475
E504,402,12.6544728231,28.3140974478,-0.330465155749,2.59911739527
E505,402,4.72511647642,29.4801995799,1.01252415844,1580878.46604
E506,402,6.48311840987,19.7739209253,1.06328578841,1060378.08447
E507,402,2.97373720477,19.6375498514,1.0638563262,1053065.17166
E500,403,3.36494879598,27.8496586298,1.02245101018,1493440.47795
E501,403,6.43981372077,15.7808101534,1.078355192,846247.135247
E503,403,10.723894312,19.4677252722,-0.285539199984,1.54411074992
E504,403,12.6621857003,27.7915330841,1.0227944504,1490323.48762
E505,403,4.73330566545,28.9208579913,-0.334156171826,2.68446755341
E506,403,6.48853963361,19.0125423836,-0.283677539233,1.49817534387
E507,403,2.9797238456,23.4368373444,1.04648220727,1256802.37857
E500,404,3.37307470724,29.4582641034,-0.337490647318,2.76163572809
E501,404,6.44473682479,19.6375498514,1.0638563262,1053065.17166
E503,404,10.7291592376,18.4473072813,-0.281427069743,1.44210323134
E504,404,12.6703067297,29.49772751,-0.337737927871,2.76736149059
E505,404,4.74117255491,27.7309930084,-0.326991785198,2.51883525253
E506,404,6.49370537197,18.9457103558,1.06668989229,1015965.2088
E507,404,2.98675665165,27.1686697263,1.02642961515,1456922.35601
E500,405,3.38108923599,28.2567712799,-0.330120478219,2.59114967995
E501,405,6.45072346562,23.4368373444,1.04648220727,1256802.37857
E503,405,10.7344710099,19.6844018708,-0.286440860452,1.56622694704
E504,405,12.6783320988,28.2953723914,-0.330352493235,2.59651300458
E505,405,4.74898136923,29.6080497943,1.01172190298,1587734.45237
E506,405,6.49914054259,19.2285663637,-0.284555569109,1.51988767911
E507,405,2.99481557591,30.8237976902,1.00391951239,1652929.11433
E500,406,3.38879735192,27.9786433217,1.02168632698,1500357.29973
E501,406,6.45775627167,27.1686697263,1.02642961515,1456922.35601
E503,406,10.7397956805,18.6608463053,-0.282269288874,1.46316217122
E504,406,12.6860438359,27.8708892012,1.0223253883,1494578.97024
E505,406,4.75716426841,28.8790953392,-0.333899615421,2.67853300763
E506,406,6.50433951822,18.2115706974,-0.280508556624,1.41902816949
E507,406,3.00387811663,34.3938036825,0.97919207688,1844371.26511
E500,407,3.39693800865,29.4159655662,-0.337225969213,2.75550763845
E501,407,6.46581519593,30.8237976902,1.00391951239,1652929.11433
E502,407,8.48655588703,3.97509959103,1.10308782976,213164.988208
E503,407,10.7450352657,19.9014572357,-0.287354102131,1.58854593751
E504,407,12.6941727243,29.4549557695,-0.3374699321,2.76115608987
E505,407,4.76501968334,27.6901250185,-0.326751057676,2.51327156582
E506,407,6.50972945105,19.4450036555,-0.285445226165,1.54180096284
E507,407,3.01391946118,37.8651811435,0.932842368934,2000887.28544
E500,408,3.40494091799,28.215395707,-0.329872138788,2.58540914684
E501,408,6.47487773665,34.3938036825,0.97919207688,1844371.26511
E502,408,8.48821367673,7.93816552656,1.09808801263,425684.681839
E503,408,10.7501981825,16.717281662,-1.1,0.0
E504,408,12.7021863442,28.2535351824,-0.33010104179,2.59070038833
E505,408,4.77284770692,29.7354370499,1.01091909677,1594565.61256
E506,408,6.51498811118,18.4249126481,-0.281339304591,1.43990336433
E507,408,3.02488336405,40.9830614698,0.8053971089,2000707.72058
E500,409,3.41264726912,28.1065033529,1.02092482093,1507213.81151
E501,409,6.4849190812,37.8651811435,0.932842368934,2000887.28544
E502,409,8.4909692479,11.8772793223,1.08981080743,636919.962085
E503,409,10.7542891218,12.757281662,-1.1,0.0
E504,409,12.7098948361,27.9993954592,1.02156296808,1501470.13596
E505,409,4.78102256867,28.8370113611,-0.333641460084,2.67256182639
E506,409,6.52030621574,19.6619068559,-0.2863467873,1.56392329454
E507,409,3.03665429842,43.693797704,0.704681730457,2000580.76684
E500,410,3.42080072439,29.3726950556,-0.336955602635,2.74924837874
E501,410,6.49588298407,40.9830614698,0.8053971089,2000707.72058
E502,410,8.49481431545,15.7808101534,1.078355192,846247.135247
E503,410,10.7572800612,8.79728166202,-1.1,0.0
E504,410,12.7180381045,29.4122075238,-0.337202472102,2.75496363527
E505,410,4.78886642058,27.6489412794,-0.326508829429,2.50767318114
E506,410,6.5256246839,18.638678663,-0.282181406655,1.46096904536
E507,410,3.04913097178,46.0769623942,0.622273504001,2000486.30144
E500,411,3.42879174714,28.1730679991,-0.329618461131,2.57954536644
E501,411,6.50765391844,43.693797704,0.704681730457,2000580.76684
E502,411,8.49973741947,19.6375498514,1.0638563262,1053065.17166
E503,411,10.7591710005,4.83728166202,-1.1,0.0
E504,411,12.7260399815,28.2117196019,-0.32985009212,2.58489953043
E505,411,4.79671539603,29.8634354732,1.01010896455,1601429.54678
E506,411,6.530870686,19.8791753724,-0.287259891897,1.58624715791
E507,411,3.06223064399,48.188711482,0.553179071165,2000413.34499
E500,412,3.43649781594,28.2349660351,1.0201562259,1514102.64061
E501,412,6.5201305918,46.0769623942,0.622273504001,2000486.30144
E502,412,8.50572406031,23.4368373444,1.04648220727,1256802.37857
E503,412,10.7599619399,0.877281662023,-1.1,0.0
E504,412,12.7337469365,28.1286880853,1.02079233978,1508403.47085
E505,412,4.80488076913,28.7956565444,-0.333388144381,2.6667029171
E506,412,6.53624905796,18.8527694109,-0.28303452256,1.48221794143
E507,412,3.075884016,50.0708109109,0.49421075481,2000355.39166
E500,413,3.44466259865,29.3301418683,-0.336690106261,2.74310238398
E501,413,6.53323026401,48.188711482,0.553179071165,2000413.34499
E502,413,8.51275686636,27.1686697263,1.02642961515,1456922.35601
E504,413,12.741903163,29.3703559868,-0.3369409988,2.74891030036
E505,413,4.8127132582,27.608469826,-0.326271141831,2.50217971509
E506,413,6.54143055491,19.562488535,1.0641686748,1049040.0009
E507,413,3.09003198642,51.7555804455,0.443213696475,2000308.33686
E500,414,3.45264193166,28.1314406332,-0.329369352197,2.57378732715
E501,414,6.54656003512,46.4151652865,-1.1,0.0
E502,414,8.52081579062,30.8237976902,1.00391951239,1652929.11433
E504,414,12.7498935432,28.1707798557,-0.329604758722,2.57922863815
E505,414,4.82058460021,29.9658038937,-0.340696178388,2.8358985747
E506,414,6.54686133158,19.0679206935,-0.283901679041,1.50372630575
E507,414,3.1046234678,53.268809354,0.398662823946,2000269.45966
E500,415,3.46034952339,28.3634351987,1.01938408387,1520991.81736
E501,415,6.55890038658,42.4551652865,-1.1,0.0
E502,415,8.52987833134,34.3938036825,0.97919207688,1844371.26511
E504,415,12.75760062,28.2553301569,1.02003406479,1515194.66947
E505,415,4.82873853548,28.7531331713,-0.333128049874,2.66068755032
E506,415,6.55212245614,19.9675195621,1.06246903779,1070759.83132
E507,415,3.11961384571,54.6315787105,0.359437318607,2000236.8827
E500,416,3.46852400006,29.2877233246,-0.336425833046,2.73698519931
E501,416,6.57014073805,38.4951652865,-1.1,0.0
E502,416,8.53991967589,37.8651811435,0.932842368934,2000887.28544
E504,416,12.7657674402,29.3260408717,-0.336664539801,2.74251057063
E505,416,4.83655934045,27.5668534563,-0.326027093261,2.4965391952
E506,416,6.55820001696,23.7613752333,1.04485586275,1274205.76095
E507,416,3.13470853909,53.4459348904,-0.548861934958,8.14845534433
E500,417,3.47649168013,28.0899436475,-0.329121390109,2.56805591705
E501,417,6.58028108952,34.5351652865,-1.1,0.0
E502,417,8.55088357876,40.9830614698,0.8053971089,2000707.72058
E504,417,12.7733722065,25.4072650647,-1.1,0.0
E505,417,4.8444534927,29.9225953736,-0.340421148628,2.82952341306
E506,417,6.56532211701,27.4869474341,1.0245823813,1473990.0408
E507,417,3.14928255367,51.5096080385,-0.527260612978,7.54416319684
E500,418,3.48420248086,28.4919579314,1.01860810937,1527883.86685
E501,418,6.58932144099,30.5751652865,-1.1,0.0
E502,418,8.56265451312,43.693797704,0.704681730457,2000580.76684
E504,418,12.7798770302,21.4472650647,-1.1,0.0
E505,418,4.85259556089,28.7108836845,-0.332870011266,2.65472004876
E506,418,6.57346848866,31.135055745,1.00187141218,1669620.37516
E507,418,3.16335297918,50.4213357482,0.483469728722,2000345.24898
E500,419,3.4923850323,29.2454857406,-0.336163067276,2.73090338626
E501,419,6.59753847235,28.9483800907,-0.334325448311,2.68838337547
E502,419,8.57513118648,46.0769623942,0.622273504001,2000486.30144
E504,419,12.7852818538,17.4872650647,-1.1,0.0
E505,419,4.86040475682,27.5255038045,-0.325784973409,2.49094320139
E506,419,6.5826164295,34.6973573921,0.976964550018,1860649.38552
E507,419,3.17759316785,52.0700403706,0.433863335728,2000300.00789
E500,420,3.50034110896,28.0486223665,-0.328874841653,2.56235728871
E501,420,6.60541292357,27.7579248083,-0.327150617496,2.52250617818
E502,420,8.5882308587,48.188711482,0.553179071165,2000413.34499
E504,420,12.7895866774,13.5272650647,-1.1,0.0
E505,420,4.86832171114,29.87938789,-0.34014652232,2.82315829995
E506,420,6.59274071246,38.1526775764,0.920483024764,2000868.92423
E507,420,3.19226750269,53.5517352094,0.390452794019,2000262.51522
E500,421,3.50805677692,28.6201736157,1.01783049005,1534759.4509
E501,421,6.6132083744,29.5146715977,1.01230818991,1582727.033
E502,421,8.60188194112,49.8354848887,-0.509226980768,7.0493259736
E504,421,12.792791501,9.56726506466,-1.1,0.0
E505,421,4.87645191234,28.66863383,-0.332612349859,2.64876157374
E506,421,6.60377878807,41.231460485,0.795814786184,2000695.08305
E507,421,3.20733251366,54.8867206795,0.352179839105,2000231.02015
E500,422,3.51624568626,29.2030768164,-0.335899617117,2.72480620036
E501,422,6.62140121534,28.9307300108,-0.334216871813,2.68587168985
E502,422,8.61547246938,48.0365380107,-0.490512964571,6.54515129648
E504,422,12.7948963247,5.60726506466,-1.1,0.0
E505,422,4.88424949893,27.4841524705,-0.325543207175,2.48535531714
E506,422,6.61561424826,43.9112412821,0.696943878106,2000571.5427
E507,422,3.22234254359,53.0514892807,-0.544396909992,8.02251856525
E500,423,3.52419011226,28.0071321336,-0.328627650304,2.55664389578
E501,423,6.62927081717,27.7406533553,-0.327048740081,2.52015159136
E502,423,8.62857246435,46.3025248992,-0.473125706685,6.08525411507
E504,423,12.7959011483,1.64726506466,-1.1,0.0
E505,423,4.89218925287,29.8362894283,-0.339872984303,2.81681909126
E506,423,6.62814767366,46.2690444994,0.615846847588,2000479.27939
E507,423,3.23680917634,51.1306289946,-0.523126074394,7.42993478534
E500,424,3.53145849724,24.1999056424,-1.1,0.0
E501,424,6.6370739448,29.5699873898,1.01196110642,1585693.35039
E502,424,8.64134824883,46.6565461692,0.60297193493,2000465.35893
E503,424,10.7605558478,3.97509959103,1.10308782976,213164.988208
E505,424,4.90030761682,28.6264892053,-0.332355708229,2.64282697054
E506,424,6.64129764968,48.3595097221,0.54773246454,2000407.82857
E507,424,3.25083944913,50.7641350442,0.473033714217,2000335.51385
E500,425,3.53762794326,20.2399056424,-1.1,0.0
E501,425,6.64525838527,28.8895145569,-0.333963588069,2.68001276083
E502,425,8.65459974449,48.7043236515,0.536796780062,2000396.85427
E503,425,10.7622136375,7.93816552656,1.09808801263,425684.681839
E505,425,4.90809362282,27.4429028109,-0.325302397529,2.47978946654
E506,425,6.65498419055,49.6820941941,-0.507604459854,7.00523682994
E507,425,3.26516985299,52.3777649292,0.424761308064,2000291.98725
E500,426,3.54269738927,16.2799056424,-1.1,0.0
E501,426,6.65311666296,27.7003211509,-0.326811083415,2.51465887952
E502,426,8.66833324393,49.3484638163,-0.504092691322,6.91005553826
E503,426,10.7649692087,11.8772793223,1.08981080743,636919.962085
E505,426,4.91605613845,29.7931277625,-0.33959944086,2.81048042489
E506,426,6.66853290552,47.8887753822,-0.489006405076,6.50497719253
E507,426,3.27992528751,53.828740052,0.382449033632,2000255.80993
E500,427,3.54666683528,12.3199056424,-1.1,0.0
E501,427,6.66093863342,29.6976478729,1.01115760751,1592539.16241
E502,427,8.68179100512,47.5673274706,-0.4857450178,6.41822009136
E503,427,10.7688142762,15.7808101534,1.078355192,846247.135247
E505,427,4.92416264759,28.584281398,-0.332099060255,2.63689249732
E506,427,6.68159259406,46.1599916398,-0.471724934338,6.04856084037
E507,427,3.29505276608,54.6441436081,-0.56262824125,8.54009400357
E500,428,3.54953628129,8.35990564244,-1.1,0.0
E501,428,6.66911557433,28.8476601433,-0.333706747226,2.67407189764
E502,428,8.6947630019,45.8498652021,-0.468692032046,5.96929624739
E503,428,10.7737373803,19.6375498514,1.0638563262,1053065.17166
E505,428,4.93193705544,27.4015899915,-0.325061581688,2.47422338428
E506,428,6.69438137405,46.8418627186,0.596856399715,2000458.81522
E507,428,3.3099528769,52.660146681,-0.539999703411,7.8990176637
E500,429,3.5513057273,4.39990564244,-1.1,0.0
E501,429,6.67696235213,27.6593623922,-0.326570088671,2.50908900805
E502,429,8.70760623295,47.2373547324,0.583892829437,2000445.08885
E503,429,10.7791646466,19.0459619284,-0.283812724497,1.50152398488
E505,429,4.93992231285,29.7500088392,-0.339326563723,2.80415785281
E506,429,6.7076814375,48.8693413382,0.531591219241,2000391.67771
E507,429,3.3243129568,50.7545204638,-0.51905304435,7.31785787813
E500,430,3.55197985871,0.795009642435,-0.004,0.0
E501,430,6.68480465818,29.8248069533,1.01035382049,1599358.08673
E502,430,8.72100998419,49.2217575306,0.520533224524,2000380.78209
E503,430,10.7843321458,18.8317359751,1.06714693664,1009853.32128
E505,430,4.94801697874,28.5421140123,-0.331843036216,2.63097271496
E506,430,6.72142659561,49.1959432155,-0.502495153525,6.8668675108
E507,430,3.33834590582,51.1167696563,0.46236675329,2000325.68399
E501,431,6.69297234237,28.8054469948,-0.333448082176,2.6680891824
E502,431,8.73475441476,48.8644849171,-0.499040432961,6.77370936374
E503,431,10.7897647969,19.2605344185,-0.284686345844,1.52311421184
E505,431,4.95577979936,27.3603154187,-0.324821351083,2.46867072787
E506,431,6.73484277306,47.4203493065,-0.484261107113,6.37884190412
E507,431,3.3527691428,52.6945147869,0.415440715462,2000283.86234
E501,432,6.70080752153,27.618051261,-0.326327381847,2.50347954436
E502,432,8.74808021404,47.1008777827,-0.48105152271,6.29387471621
E503,432,10.7949725883,18.2430837741,-0.28063065878,1.42210239381
E505,432,4.96378791443,29.7074272727,-0.339057475103,2.79792368969
E506,432,6.7477746703,45.708038681,-0.467311844172,5.93330773598
E507,432,3.36760807662,54.114009364,0.374241284476,2000248.99954
E501,433,6.7086716433,29.9512702895,1.00955102233,1606139.70174
E502,433,8.76092676775,45.6184430887,0.63773765787,2000503.40022
E503,433,10.8003523267,19.4761029065,-0.285573876541,1.54496283525
E505,433,4.97187088447,28.5004707751,-0.331590565554,2.62513533969
E506,433,6.76065509115,47.4165172353,0.578058751037,2000438.97536
E507,433,3.38276171316,54.2200846974,-0.557721295908,8.39991552824
E501,434,6.71683490321,28.7864506482,-0.333331803854,2.66539986698
E502,434,8.77390641155,47.7813392573,0.566251499718,2000426.72315
E503,434,10.8056195623,18.4555642568,-0.281459455942,1.44291474301
E505,434,4.97962226172,27.3195526035,-0.324584454483,2.46319502182
E506,434,6.77410583053,49.3815139002,0.515546496697,2000375.91319
E507,434,3.39754643186,52.2530768931,-0.535460336027,7.77206947546
E501,435,6.7246648628,27.5994604008,-0.326218277136,2.50095789495
E502,435,8.78745286192,49.7070228182,0.505435035461,2000366.12517
E503,435,10.8109273559,19.6927450745,-0.286475778702,1.5670818
E504,435,12.7965550074,3.97509959103,1.10308782976,213164.988208
E505,435,4.98765326686,29.6650163367,-0.33878984788,2.79172399224
E506,435,6.78783827606,48.7132356489,-0.497471755034,6.73151634213
E507,435,3.4117956601,50.3631797853,-0.514846988364,7.2025920658
E501,436,6.73253885759,29.9817376821,-0.340797699888,2.83825201131
E502,436,8.80113372133,48.3870882966,-0.49410567863,6.64120419437
E503,436,10.8162543268,18.6690679931,-0.282301909789,1.46397598568
E504,436,12.7982127971,7.93816552656,1.09808801263,425684.681839
E505,436,4.99572458772,28.4589930747,-0.331339464927,2.61932987159
E506,436,6.8011228307,46.9550718212,-0.479593888775,6.25537930345
E507,436,3.42587189859,51.4628819918,0.451962726067,2000316.21297
E501,437,6.74069716898,28.7687129533,-0.333223299103,2.66289040035
E502,437,8.8143293298,46.6406057882,-0.476465533423,6.17295586557
E503,437,10.8214899215,19.9098281639,-0.28738952263,1.58941000324
E504,437,12.8009683682,11.8772793223,1.08981080743,636919.962085
E505,437,5.00346476849,27.3516267548,1.02537039263,1466733.45116
E506,437,6.81393901268,45.8148198454,0.631093094497,2000496.01823
E507,437,3.44038628003,53.0055947011,0.40633353262,2000276.00909
E501,438,6.74852225481,27.5821010844,-0.326116466349,2.4986048167
E502,438,8.82710724495,46.2325123138,0.617066831083,2000480.60862
E503,438,10.8268767444,18.8829710314,-0.283155655063,1.48522778664
E504,438,12.8048134358,15.7808101534,1.078355192,846247.135247
E505,438,5.01151829295,29.6220987778,-0.338519412927,2.78545985776
E506,438,6.82697005376,47.9557511179,0.560640439192,2000420.95689
E507,438,3.45530723874,54.394307375,0.366210172436,2000242.3997
E501,439,6.75640604108,29.9626312585,-0.340675970511,2.83543013418
E502,439,8.84024765269,48.3270191385,0.548767025428,2000408.87379
E503,439,10.8320526389,19.4461660657,1.0646503553,1042802.19665
E504,439,12.8097365398,19.6375498514,1.0638563262,1053065.17166
E505,439,5.01957782528,28.4170185445,-0.331085728858,2.61346369355
E506,439,6.84056227537,49.8627345785,0.500620994878,2000361.50471
E507,439,3.47044625557,53.8007728957,-0.552906878294,8.26300483099
E501,440,6.764559105,28.7500310011,-0.333109090472,2.66024907718
E502,440,8.85392784272,49.7068964215,-0.507866471347,7.01235169088
E503,440,10.8374866535,19.0972372271,-0.284020599517,1.50666910177
E504,440,12.8157231806,23.4368373444,1.04648220727,1256802.37857
E505,440,5.02730812336,27.4806028467,1.02461941463,1473649.81145
E506,440,6.85420864998,48.2378907013,-0.492573391087,6.60019483379
E507,440,3.48511685576,51.8504367497,-0.531005025638,7.64801180434
E501,441,6.77237905758,27.5638174015,-0.326009303502,2.49612803137
E502,441,8.86748331877,47.9126687434,-0.48924970258,6.51146081459
E503,441,10.8426587075,18.6401266663,1.06790907931,999578.253092
E504,441,12.8227559867,27.1686697263,1.02642961515,1456922.35601
E505,441,5.0353827217,29.5793018446,-0.33825012796,2.77922295386
E506,441,6.86736356596,46.4967261744,-0.475041207986,6.13551693591
E507,441,3.49925732949,50.1209251926,0.492670716864,2000353.92971
E500,442,3.55255581602,3.97509959103,1.10308782976,213164.988208
E501,442,6.780272658,29.9439636945,-0.340557112111,2.83267494471
E502,442,8.88054952506,46.1830404797,-0.471951158371,6.05448318096
E503,442,10.8480840306,19.3123261324,-0.284898679353,1.52834894732
E504,442,12.8307769081,29.6847226576,-0.338914153816,2.79460351688
E505,442,5.04343049846,28.3751606322,-0.330833070703,2.60762264545
E506,442,6.88013639798,46.4212380687,0.610775923171,2000473.77327
E507,442,3.51341848238,51.8005259817,0.441874167053,2000307.13806
E500,443,3.55421360572,7.93816552656,1.09808801263,425684.681839
E501,443,6.78842059496,28.7317778981,-0.332997575185,2.65767010301
E502,443,8.89333817863,46.8265794544,0.597359749699,2000459.35215
E503,443,10.8533061043,18.2941367502,-0.280828919179,1.42708962524
E504,443,12.8388536418,28.4782659315,-0.331456094822,2.62202633693
E505,443,5.05115259714,27.6094830735,1.02386546275,1480561.03104
E506,443,6.89332624043,48.4948979325,0.543429152677,2000403.49392
E507,443,3.52802180462,53.3092388287,0.397487419857,2000268.46131
E500,444,3.5569691769,11.8772793223,1.08981080743,636919.962085
E501,444,6.79623553208,27.5459531757,-0.325904667776,2.49370964397
E502,444,8.90663423621,48.855729346,0.5320199409,2000392.10289
E503,444,10.8586690836,19.5289374467,-0.28579291204,1.55034219498
E504,444,12.8465989172,27.2978166899,-0.324458278738,2.46027850459
E505,444,5.05924659978,29.5365378026,-0.337981438844,2.77300042916
E506,444,6.9070351945,49.5524981023,-0.506237529969,6.96814840086
E507,444,3.54302284646,54.6680314937,0.358398819152,2000236.0407
E500,445,3.56081424445,15.7808101534,1.078355192,846247.135247
E501,445,6.80413909862,29.9258811196,-0.340442049032,2.83000785763
E502,445,8.92005053137,46.5613381564,-1.1,0.0
E503,445,10.8639508879,18.5076366375,-0.281664032437,1.44803765728
E504,445,12.8546431777,29.6414441584,-0.338641264848,2.78828226158
E505,445,5.06728262981,28.3333335355,-0.330580970581,2.60179469444
E506,445,6.92054858055,47.7639210406,-0.487737032555,6.47117586431
E507,445,3.55810656556,53.3845258748,-0.548164626071,8.1287524067
E500,446,3.56573734846,19.6375498514,1.0638563262,1053065.17166
E501,446,6.81228206924,28.7140965504,-0.332889620504,2.65517352882
E502,446,8.93243148641,42.6013381564,-1.1,0.0
E503,446,10.8692416793,19.7446829544,-0.286693483553,1.57240887162
E504,446,12.8627080238,28.4359390173,-0.33120005677,2.61610683801
E505,446,5.07499819524,27.7384847956,1.02310726435,1487478.76592
E506,446,6.93357420979,46.0395435974,-0.47054457592,6.01768264377
E507,446,3.57266386351,51.450614294,-0.526615003461,7.52629595125
E500,447,3.5717239893,23.4368373444,1.04648220727,1256802.37857
E501,447,6.82009214798,27.5286482888,-0.325803372937,2.49136846247
E502,447,8.94371244146,38.6413381564,-1.1,0.0
E503,447,10.8745829705,18.720248244,-0.282505299046,1.46904703567
E504,447,12.8704426043,27.4255915365,1.02494015671,1470699.82252
E505,447,5.08310999367,29.4940195016,-0.337714679132,2.76682314786
E506,447,6.9459673222,42.7392299745,-1.1,0.0
E507,447,3.58672640201,50.4887934157,0.481410804943,2000343.31904
E500,448,3.57875679535,27.1686697263,1.02642961515,1456922.35601
E501,448,6.82800559537,29.9072810335,-0.340323765443,2.82726624874
E502,448,8.9538933965,34.6813381564,-1.1,0.0
E503,448,10.8798014042,19.9617813466,-0.287609688863,1.59477825618
E504,448,12.8785084449,29.5978862525,-0.338367016122,2.78193012633
E505,448,5.09113434427,28.2917454539,-0.33033067976,2.59600875205
E506,448,6.95728658053,38.7792299745,-1.1,0.0
E507,448,3.60098434137,52.1305807613,0.432068924617,2000298.41989
E500,449,3.58677771676,29.6847226576,-0.338914153816,2.79460351688
E501,449,6.83614345748,28.6959089218,-0.332778644028,2.65260712782
E502,449,8.96297435154,30.7213381564,-1.1,0.0
E503,449,10.8852025505,18.9341579225,-0.283361397915,1.49033596035
E504,449,12.8865613265,28.3933374403,-0.330942741815,2.61015803939
E505,449,5.09884507238,27.8670564242,1.02234807404,1494373.43705
E506,449,6.96750583886,34.8192299745,-1.1,0.0
E507,449,3.6156746298,53.6062211811,0.388875811867,2000261.18904
E500,450,3.59485445046,28.4782659315,-0.331456094822,2.62202633693
E501,450,6.84394853869,27.5108476588,-0.325699242664,2.48896173542
E502,450,8.97095530659,26.7613381564,-1.1,0.0
E503,450,10.8903722504,19.255386544,1.06543412908,1032571.62548
E504,450,12.8942868028,27.5545199483,1.02418742992,1477613.62601
E505,450,5.10697576297,29.4752768522,-0.337597209834,2.76410311789
E506,450,6.97662509718,30.8592299745,-1.1,0.0
E507,450,3.63075401543,54.9358679966,0.350784838428,2000229.89909
E500,451,3.60259972584,27.2978166899,-0.324458278738,2.46027850459
E501,451,6.85187158045,29.8875787586,-0.34019855291,2.82436417879
E502,451,8.97783626163,22.8013381564,-1.1,0.0
E503,451,10.8958098477,19.1492855071,-0.284232179796,1.51190087811
E504,451,12.902372765,29.5551150085,-0.338098112819,2.77570239126
E505,451,5.11499496506,28.273412433,-0.330220462338,2.59346092375
E506,451,6.98464435551,26.8992299745,-1.1,0.0
E507,451,3.64574245355,52.9717769763,-0.543498605079,7.99724635978
E500,452,3.61064395007,29.6413148914,-0.338640450362,2.7882633956
E501,452,6.86000403129,28.6766432664,-0.332661166385,2.64989044362
E502,452,8.98361721667,18.8413381564,-1.1,0.0
E503,452,10.9009900205,18.4486516957,1.06866289243,989310.388928
E504,452,12.9104138979,28.3515038876,-0.330690441173,2.60432536903
E505,452,5.12270400394,27.9220712405,1.02202214885,1497323.61411
E506,452,6.99156361384,22.9392299745,-1.1,0.0
E507,452,3.6601873839,51.0540286611,-0.522294099619,7.40700498097
E500,453,3.61870876068,28.4358125905,-0.331199292578,2.61608917051
E501,453,6.86780381871,27.4919916731,-0.325589012224,2.48641400359
E502,453,8.98829817172,14.8813381564,-1.1,0.0
E503,453,10.9064047086,19.3644230654,-0.285112839368,1.53362378969
E504,453,12.9181321238,27.6833112742,1.02343197571,1484520.07833
E505,453,5.13084114199,29.4568744958,-0.337481945971,2.76143425752
E506,453,6.99738287216,18.9792299745,-1.1,0.0
E507,453,3.6742164112,50.8483406042,0.470480314331,2000333.14976
E500,454,3.62644330723,27.4255483726,1.02494040812,1470697.50785
E501,454,6.87574093146,29.8446927773,-0.339926287827,2.81805434086
E502,454,8.99187912676,10.9213381564,-1.1,0.0
E503,454,10.9116411485,18.3454885656,-0.281028898949,1.43211457008
E504,454,12.9262365275,29.5123365109,-0.337829552885,2.76948318003
E505,454,5.13885528901,28.255412015,-0.330112314023,2.59096095665
E506,454,7.00210213049,15.0192299745,-1.1,0.0
E507,454,3.68856897997,52.4533836732,0.422531758186,2000290.03561
E500,455,3.63450913592,29.5978440366,-0.338366750519,2.78192397473
E501,455,6.88386160345,28.6347066828,-0.332405719304,2.64398340887
E502,455,8.9943600818,6.96133815636,-1.1,0.0
E503,455,10.9169870812,19.5807209258,-0.286008165904,1.55562391085
E504,455,12.9342659096,28.309661886,-0.330438461694,2.59850031241
E505,455,5.14656304486,27.9775742641,1.02169267941,1500299.97137
